0.504297	1.558565	2.960817	16.15161	6.686266	15.9754	4.522481	2.515283	8.277819	1	1	1	7	0	0	0	0	0	0	0	0	0
5.685446	2.459931	3.135278	25.31753	0.7021875	12.42625	4.772004	2.492857	8.358317	1	2	2	7	1	0	0	0	0	0	0	0	0
0.6659844	2.19277	3.302569	23.45995	3.293024	2.666685	4.621983	1.312731	8.416721	1	3	3	7	0	1	0	0	0	0	0	0	0
0.416917	2.208274	2.844162	17.0954	2.23	16.02382	4.34289	2.628809	8.558526	1	4	4	7	0	0	1	0	0	0	0	0	0
-1.314555	3.208987	2.355796	12.35178	-2.442628	16.43486	4.171906	1.260412	8.643224	1	5	5	7	0	0	0	1	0	0	0	0	0
1.436785	2.514304	1.987425	10.73059	9.766456	21.20157	4.130032	0.4241578	8.608824	1	6	6	7	0	0	0	0	1	0	0	0	0
2.387857	0.8862438	1.690011	10.87005	8.557867	17.24668	4.191798	1.224371	8.609143	1	7	7	7	0	0	0	0	0	1	0	0	0
1.296723	3.667247	1.766974	13.03947	3.036482	10.05821	2.036049	-2.135052	8.835997	2	8	1	10	0	0	0	0	0	0	0	0	0
2.145693	3.13645	1.593385	16.6699	1.82441	18.4515	2.133635	-0.5848448	8.916472	2	9	2	10	1	0	0	0	0	0	0	0	0
3.960456	3.122541	1.460877	16.18106	3.617608	11.57652	2.077425	-0.9753068	8.972136	2	10	3	10	0	1	0	0	0	0	0	0	0
1.876473	3.645398	1.677019	18.20718	4.599422	10.23727	1.979878	-1.502493	9.101458	2	11	4	10	0	0	1	0	0	0	0	0	0
0.357993	5.427519	1.700198	18.74516	5.180787	34.60631	2.125628	0.3927325	9.226865	2	12	5	10	0	0	0	1	0	0	0	0	0
-1.816677	5.591397	1.619456	16.0238	12.74722	43.8072	2.353342	0.3378839	9.255023	2	13	6	10	0	0	0	0	1	0	0	0	0
-2.809512	6.760735	1.49145	13.00357	11.00521	36.94922	2.327329	-0.4128571	9.212952	2	14	7	10	0	0	0	0	0	1	0	0	0
5.494257	6.224685	1.377951	13.64849	-16.04891	83.78764	2.686712	0.6596406	9.122108	2	15	8	10	0	0	0	0	0	0	1	0	0
1.174013	-0.2359999	1.236466	15.96357	5.94822	7.99841	3.053691	0.6707339	9.185996	2	16	9	10	0	0	0	0	0	0	0	1	0
-0.8986983	2.121543	1.077312	12.43511	15.4596	47.1446	3.072081	0.4133945	9.334263	2	17	10	10	0	0	0	0	0	0	0	0	1
5.689033	1.887373	2.133608	19.04156	11.05877	23.98019	4.781186	0.0924123	9.678919	3	18	1	6	0	0	0	0	0	0	0	0	0
1.555438	2.006602	2.197716	19.2163	-7.856568	12.9074	4.766829	1.625995	9.502175	3	19	2	6	1	0	0	0	0	0	0	0	0
3.655468	1.632764	1.894325	16.08542	-2.738872	14.37265	4.694522	2.456097	9.800654	3	20	3	6	0	1	0	0	0	0	0	0	0
-4.375193	1.465106	1.496446	14.41396	0.30702	5.042847	4.621096	0.9301825	9.90428	3	21	4	6	0	0	1	0	0	0	0	0	0
0.9555122	0.4291816	1.113485	21.73878	-4.301968	10.29698	4.784065	2.048092	9.832136	3	22	5	6	0	0	0	1	0	0	0	0	0
0.3346995	0.560758	0.9693693	17.5052	0.184462	4.143678	4.725127	2.021763	9.747252	3	23	6	6	0	0	0	0	1	0	0	0	0
1.912677	2.699884	6.255136	13.20598	-1.335938	4.728378	5.292795	2.458099	9.447621	4	24	1	6	0	0	0	0	0	0	0	0	0
-2.049139	1.70074	3.97017	17.03762	-1.069632	3.593756	5.212682	2.669672	9.895386	4	25	2	6	1	0	0	0	0	0	0	0	0
-0.7059792	-1.98	3.495132	8.71914	0.8077481	5.824406	5.022758	1.872287	9.790226	4	26	3	6	0	1	0	0	0	0	0	0	0
-0.3590375	-0.024	2.867597	9.298244	2.105804	8.314913	5.117566	2.749367	9.678083	4	27	4	6	0	0	1	0	0	0	0	0	0
2.748185	-0.396	2.201894	7.919539	1.964374	14.3725	5.077942	1.793007	9.751663	4	28	5	6	0	0	0	1	0	0	0	0	0
2.719385	-0.694	1.677968	9.326103	0.269826	6.67864	5.069769	1.790418	9.750272	4	29	6	6	0	0	0	0	1	0	0	0	0
3.274765	2.802269	0.5170138	5.705647	2.730862	5.043457	4.804173	1.101282	9.118993	5	30	1	7	0	0	0	0	0	0	0	0	0
1.716537	2.420901	0.4506035	5.917498	-0.3233561	6.385091	4.792387	2.642975	9.401481	5	31	2	7	1	0	0	0	0	0	0	0	0
0.2968897	2.287472	0.4025134	5.736314	4.871564	7.593472	4.938812	1.68934	9.401396	5	32	3	7	0	1	0	0	0	0	0	0	0
2.289082	1.366602	0.4040108	4.183014	-1.281386	5.263924	4.643739	2.708888	9.483295	5	33	4	7	0	0	1	0	0	0	0	0	0
-2.189163	1.200567	0.4170801	3.605564	3.599688	11.77114	4.58033	1.940457	9.587335	5	34	5	7	0	0	0	1	0	0	0	0	0
2.727821	0.8977193	0.4271228	4.367669	-4.62389	8.513769	4.72146	0.85793	9.539519	5	35	6	7	0	0	0	0	1	0	0	0	0
0.5483994	0.4898062	0.3827631	4.304435	-1.6564	3.728039	4.662868	0.9737565	9.593803	5	36	7	7	0	0	0	0	0	1	0	0	0
1.697232	1.755095	3.250272	7.596834	-6.47806	9.0748	3.948509	1.397345	7.016416	6	37	1	2	0	0	0	0	0	0	0	0	0
2.518515	0.9555114	3.138614	7.9661	-0.493946	1.368881	4.010507	0.8663788	7.076195	6	38	2	2	1	0	0	0	0	0	0	0	0
-1.48015	4.375279	2.21968	11.82726	-1.3083	7.794124	3.621726	1.26814	7.949149	7	39	1	10	0	0	0	0	0	0	0	0	0
1.919371	1.929781	2.311177	12.2747	2.9187	7.278889	3.707926	0.8136963	7.822266	7	40	2	10	1	0	0	0	0	0	0	0	0
0.0095316	1.747111	2.41406	10.88019	0.9931061	3.681723	3.795265	0.6902346	7.830646	7	41	3	10	0	1	0	0	0	0	0	0	0
1.839444	3.077036	2.491807	11.20354	8.982458	16.19835	3.684739	0.897059	7.926394	7	42	4	10	0	0	1	0	0	0	0	0	0
2.074428	2.315699	2.123264	12.25507	-5.209474	6.601212	3.587312	0.5137864	7.896928	7	43	5	10	0	0	0	1	0	0	0	0	0
-3.528468	5.863546	1.83617	7.655394	5.200727	10.17231	3.373345	0.7200249	8.045033	7	44	6	10	0	0	0	0	1	0	0	0	0
-0.6060514	7.78918	1.941837	9.029005	1.609836	6.69773	3.573096	0.9991268	7.959198	7	45	7	10	0	0	0	0	0	1	0	0	0
1.244817	2.595553	2.356732	8.346845	-3.160084	11.1681	3.714711	0.4851128	7.829751	7	46	8	10	0	0	0	0	0	0	1	0	0
1.493934	2.005795	2.087685	11.07862	-4.01313	10.51324	3.827317	1.298269	7.873829	7	47	9	10	0	0	0	0	0	0	0	1	0
1.0579	1.091923	1.815982	7.989204	13.27255	15.50876	3.852278	0.6561238	7.950876	7	48	10	10	0	0	0	0	0	0	0	0	1
7.81106	2.444952	5.306338	18.9294	5.444168	6.592045	4.696829	1.506792	7.333054	8	49	1	6	0	0	0	0	0	0	0	0	0
4.737039	2.489231	3.97509	18.71527	6.06013	17.87392	4.724739	0.2749231	7.790017	8	50	2	6	1	0	0	0	0	0	0	0	0
9.245778	2.257797	3.687086	13.58991	1.661596	22.49445	4.723488	1.824939	8.021684	8	51	3	6	0	1	0	0	0	0	0	0	0
2.414568	2.552565	2.640368	19.63999	1.385818	8.943618	4.58462	2.514549	8.373051	8	52	4	6	0	0	1	0	0	0	0	0	0
1.448546	2.168368	1.583097	18.27217	0.8583702	16.67442	4.567472	1.804291	8.660164	8	53	5	6	0	0	0	1	0	0	0	0	0
7.603124	2.06255	0.0263794	16.09687	-0.5584599	9.775998	4.47705	2.399143	8.746391	8	54	6	6	0	0	0	0	1	0	0	0	0
7.463909	2.994732	2.65159	23.6847	-10.31452	6.10198	2.568692	0.5352816	8.140228	9	55	1	7	0	0	0	0	0	0	0	0	0
3.589608	3.780957	2.493564	25.36406	6.980636	3.518265	2.549945	0.048415	8.457219	9	56	2	7	1	0	0	0	0	0	0	0	0
-1.019958	4.885843	2.32009	19.14995	24.19492	29.24856	2.482458	-0.5815177	8.707644	9	57	3	7	0	1	0	0	0	0	0	0	0
3.933683	6.277132	1.990302	16.85437	2.039586	17.50702	2.447759	-0.8030376	8.74789	9	58	4	7	0	0	1	0	0	0	0	0	0
-0.9515652	7.418906	1.619568	14.73942	-3.076018	12.66927	2.693118	0.5736126	8.857635	9	59	5	7	0	0	0	1	0	0	0	0	0
0.1358329	2.962796	1.483304	16.61908	-2.972722	7.855539	3.069331	0.2952754	8.82469	9	60	6	7	0	0	0	0	1	0	0	0	0
1.532628	2.166536	1.266175	14.52336	8.63112	21.75251	3.31242	1.789964	8.849703	9	61	7	7	0	0	0	0	0	1	0	0	0
1.054969	0.2881819	1.591962	5.650508	11.46721	3.883694	3.65255	1.333634	6.526443	10	62	1	8	0	0	0	0	0	0	0	0	0
0.3260913	1.237214	1.880609	8.724285	0.3300878	3.386922	3.815889	1.220366	6.50801	10	63	2	8	1	0	0	0	0	0	0	0	0
0.4147822	2.543333	2.242457	9.732641	-2.0408	2.399812	4.111566	2.325882	6.541156	10	64	3	8	0	1	0	0	0	0	0	0	0
0.7914212	2.193217	2.495765	11.77516	7.639778	5.172117	4.204578	1.399293	6.558924	10	65	4	8	0	0	1	0	0	0	0	0	0
3.407672	0.0751074	2.785844	9.763813	1.84088	5.803871	3.9961	2.153498	6.649393	10	66	5	8	0	0	0	1	0	0	0	0	0
-0.441816	1.625705	3.20426	9.066806	4.41183	3.687539	3.883826	2.004601	6.737889	10	67	6	8	0	0	0	0	1	0	0	0	0
1.401173	1.378766	2.907067	11.57687	-4.067026	3.556734	3.823153	1.658827	6.740553	10	68	7	8	0	0	0	0	0	1	0	0	0
3.393295	0.5329784	2.813998	9.395478	0.3701739	1.45346	3.812336	1.790888	6.741599	10	69	8	8	0	0	0	0	0	0	1	0	0
0.9591992	1.126876	2.283289	2.564934	-6.153534	5.174307	2.392397	-0.4912594	6.434278	11	70	1	8	0	0	0	0	0	0	0	0	0
4.832668	1.765073	0.7645958	2.025922	-1.440516	13.62951	2.352453	-0.3352062	6.489964	11	71	2	8	1	0	0	0	0	0	0	0	0
2.899297	2.888592	2.289516	3.567741	9.328658	22.73427	2.499192	0.3021319	6.685428	11	72	3	8	0	1	0	0	0	0	0	0	0
-1.115101	2.151995	3.074594	5.200107	-1.641196	4.996617	2.567333	0.4463808	6.779159	11	73	4	8	0	0	1	0	0	0	0	0	0
2.784793	1.748852	3.180113	4.705364	-0.9202341	6.583698	2.357114	0.0366922	6.797497	11	74	5	8	0	0	0	1	0	0	0	0	0
-2.358429	2.136531	1.105402	4.00042	-0.9268261	3.236988	2.436711	0.367838	6.874183	11	75	6	8	0	0	0	0	1	0	0	0	0
-0.4490167	2.920038	-0.503891	4.404997	14.85225	12.93188	2.831176	0.2705449	6.916067	11	76	7	8	0	0	0	0	0	1	0	0	0
-0.2556253	2.327668	2.400829	5.941249	5.024262	8.152357	3.652822	1.084728	6.679838	11	77	8	8	0	0	0	0	0	0	1	0	0
0.554	2.209812	2.196207	5.753976	3.192236	14.72659	4.432388	1.445475	7.55979	12	78	1	7	0	0	0	0	0	0	0	0	0
2.020812	2.437466	2.842858	5.791866	-7.344156	6.252289	4.413151	0.9960302	7.569803	12	79	2	7	1	0	0	0	0	0	0	0	0
8.472648	2.510249	3.039169	5.411228	11.24136	14.34053	4.130047	2.585969	7.635067	12	80	3	7	0	1	0	0	0	0	0	0	0
-3.711243	1.772577	3.019249	5.707257	2.89315	12.93795	3.825975	1.357016	7.982627	12	81	4	7	0	0	1	0	0	0	0	0	0
-4.451104	1.887676	2.58855	4.880652	0.0851	11.469	3.80494	0.5189734	8.061416	12	82	5	7	0	0	0	1	0	0	0	0	0
2.191928	1.518199	2.26433	4.070856	-2.298252	9.29403	3.901406	-0.0365599	7.789217	12	83	6	7	0	0	0	0	1	0	0	0	0
3.269203	0.6237971	2.068318	4.425181	-0.1636241	8.904344	3.906618	-0.1647194	7.723885	12	84	7	7	0	0	0	0	0	1	0	0	0
5.449632	2.871868	1.459587	16.57208	15.84919	8.439406	4.381196	1.307055	7.542386	13	85	1	5	0	0	0	0	0	0	0	0	0
3.601201	1.748852	1.764141	14.49845	-6.078618	5.680114	4.330601	1.376865	7.694525	13	86	2	5	1	0	0	0	0	0	0	0	0
1.057251	1.873647	1.703012	15.63412	1.090134	2.526814	4.360007	2.019647	7.946263	13	87	3	5	0	1	0	0	0	0	0	0	0
7.609237	1.844352	1.259956	15.59441	6.12578	5.521855	4.422735	1.357861	8.010124	13	88	4	5	0	0	1	0	0	0	0	0	0
3.69106	-0.59	1.21356	12.46214	6.661904	3.245466	4.58536	2.700559	8.271632	13	89	5	5	0	0	0	1	0	0	0	0	0
3.294901	2.442347	2.075488	9.655924	1.839074	9.062819	4.028245	1.605648	6.919355	14	90	1	6	0	0	0	0	0	0	0	0	0
-2.187532	2.486073	2.213166	6.530891	0.9934521	3.670191	4.206646	1.033213	7.001298	14	91	2	6	1	0	0	0	0	0	0	0	0
-0.1040684	-0.5	2.162082	8.450628	0.0939841	4.706347	4.230471	1.210191	6.939945	14	92	3	6	0	1	0	0	0	0	0	0	0
-4.871351	1.26582	2.847719	7.757046	6.541288	12.76612	4.23	0.5066447	6.922813	14	93	4	6	0	0	1	0	0	0	0	0	0
3.622034	1.445506	1.861813	8.141891	-0.4591038	5.629182	3.981409	2.83687	6.758882	14	94	5	6	0	0	0	1	0	0	0	0	0
-0.5424798	0.8259283	1.615966	4.528938	-4.406358	8.912235	3.056282	1.246186	6.715686	14	95	6	6	0	0	0	0	1	0	0	0	0
-0.9109734	1.92629	2.26254	6.488431	-1.53531	3.961502	3.973602	0.8937527	6.94404	15	96	1	7	0	0	0	0	0	0	0	0	0
-5.256071	2.119864	2.169256	9.48934	-4.938734	3.785876	3.936784	0.5516998	6.827301	15	97	2	7	1	0	0	0	0	0	0	0	0
1.675226	1.487948	2.448818	8.75961	10.33814	10.28331	3.964967	0.1236597	6.771061	15	98	3	7	0	1	0	0	0	0	0	0	0
5.008623	-13.312	2.629779	7.170037	-6.480644	4.92735	4.0368	0.0605466	6.485597	15	99	4	7	0	0	1	0	0	0	0	0	0
-0.766234	1.947052	3.451193	7.152694	1.542236	1.736741	4.054872	-0.1061599	6.748972	15	100	5	7	0	0	0	1	0	0	0	0	0
0.5698018	1.533852	3.334949	7.682851	3.910134	5.936328	4.062683	1.1995	6.766619	15	101	6	7	0	0	0	0	1	0	0	0	0
6.562734	1.052917	3.283621	23.11531	45.6632	87.07788	4.500798	3.060318	6.764868	15	102	7	7	0	0	0	0	0	1	0	0	0
3.153852	3.205426	2.397442	29.96346	-2.021202	6.983412	3.136381	-0.0545045	8.457388	16	103	1	9	0	0	0	0	0	0	0	0	0
2.376803	3.238129	2.003734	19.42699	4.393586	3.766827	3.188394	0.1028853	8.57204	16	104	2	9	1	0	0	0	0	0	0	0	0
0.1605574	5.291917	1.838747	16.16481	-1.023548	12.34711	3.203646	0.3407675	8.66232	16	105	3	9	0	1	0	0	0	0	0	0	0
1.356555	5.013245	1.626014	12.63893	-1.355142	14.14887	3.364843	1.426679	8.744043	16	106	4	9	0	0	1	0	0	0	0	0	0
-1.745908	3.108168	1.692792	15.25821	4.915628	18.68515	3.567065	0.8762747	8.63932	16	107	5	9	0	0	0	1	0	0	0	0	0
4.068493	3.012294	1.664384	14.30287	4.103784	6.64472	3.618842	1.240769	8.722991	16	108	6	9	0	0	0	0	1	0	0	0	0
5.391571	2.861172	1.64836	18.68967	-1.369092	8.852049	3.849108	0.8908882	8.741299	16	109	7	9	0	0	0	0	0	1	0	0	0
4.176339	1.798073	1.354445	23.00248	1.071106	9.251199	4.053169	1.030141	9.006124	16	110	8	9	0	0	0	0	0	0	1	0	0
2.629573	1.012328	1.124064	21.17147	3.371648	9.102935	4.165105	1.360039	9.28512	16	111	9	9	0	0	0	0	0	0	0	1	0
3.982994	-0.842	2.448742	24.93796	-4.059876	13.33545	2.354836	1.337941	6.124201	17	112	1	7	0	0	0	0	0	0	0	0	0
5.271413	0.1889661	1.524427	26.3744	-0.54701	6.914754	2.847093	1.892465	6.287008	17	113	2	7	1	0	0	0	0	0	0	0	0
7.908246	1.210154	1.370488	24.84909	2.434756	11.80297	3.719516	1.314104	6.456517	17	114	3	7	0	1	0	0	0	0	0	0	0
7.306186	2.560632	1.528032	27.80361	0.020476	11.52676	3.728705	1.460292	6.785022	17	115	4	7	0	0	1	0	0	0	0	0	0
10.44531	2.418589	1.233715	25.61534	5.092972	14.21649	3.875631	1.759883	7.216899	17	116	5	7	0	0	0	1	0	0	0	0	0
8.538869	1.638608	0.9733781	28.68403	0.7734581	6.040924	3.637915	1.980763	7.602636	17	117	6	7	0	0	0	0	1	0	0	0	0
7.635994	0.0392207	0.6629564	29.7731	-1.3835	1.568453	3.893928	1.805482	8.072434	17	118	7	7	0	0	0	0	0	1	0	0	0
0.3645311	2.145229	3.253056	13.77561	3.883716	14.04687	3.365583	1.085289	7.854453	18	119	1	10	0	0	0	0	0	0	0	0	0
2.112765	2.55955	3.209698	12.20182	-5.54608	4.61761	3.261002	0.1483798	7.913249	18	120	2	10	1	0	0	0	0	0	0	0	0
1.773059	2.250871	2.899568	11.78682	1.527714	10.67874	3.219594	0.193894	7.98555	18	121	3	10	0	1	0	0	0	0	0	0	0
3.797451	2.699884	2.484383	12.66159	1.397822	10.49115	3.247413	0.1912852	8.062338	18	122	4	10	0	0	1	0	0	0	0	0	0
3.131203	3.167161	1.985882	11.8118	4.459406	6.073645	3.215229	0.3919792	8.235817	18	123	5	10	0	0	0	1	0	0	0	0	0
0.3354317	3.130875	2.203456	13.48906	-1.971832	12.43819	3.288975	0.2327003	8.380616	18	124	6	10	0	0	0	0	1	0	0	0	0
2.11518	3.17947	2.106368	11.17878	8.434688	16.39099	3.285543	-0.1580152	8.47587	18	125	7	10	0	0	0	0	0	1	0	0	0
